Date,P,D,E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real TR Price ,Real Earnings,Real TR Scaled  Earnings ,CAPE,TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total BondReturns,10 year anualized stock real return,10 year annualized Real Return,Real 10 year excess annualizedReturns,Real TR Price  float,Real TR Scaled  Earnings  float,Excess CAPE Yield float,10 year anualized stock real return float,10 year annualized Real Return float,Real 10 year excess annualizedReturns float
1909.01,9.06,0.4,0.6,8.94,1909.04,3.76,276.55,12.31,1852.92,18.16,121.69,14.76,18.28,5.86%,1.0,6.73,-1.84%,-2.53%,0.69%,1852.92,121.69,5.86,-1.84,-2.53,0.69
1909.02,8.8,0.41,0.61,9.04,1909.12,3.77,265.79,12.28,1787.66,18.42,123.92,14.17,17.55,5.96%,1.0,6.68,-1.21%,-2.26%,1.05%,1787.66,123.92,5.96,-1.21,-2.26,1.05
1909.03,8.92,0.41,0.63,9.04,1909.21,3.79,269.41,12.38,1818.98,18.88,127.45,14.34,17.77,5.86%,1.0,6.69,-1.15%,-2.39%,1.24%,1818.98,127.45,5.86,-1.15,-2.39,1.24
1909.04,9.32,0.41,0.64,9.23,1909.29,3.8,275.69,12.23,1868.25,18.93,128.29,14.65,18.16,5.77%,1.0,6.57,-1.22%,-2.38%,1.17%,1868.25,128.29,5.77,-1.22,-2.38,1.17
1909.05,9.63,0.42,0.66,9.32,1909.37,3.81,281.95,12.2,1917.57,19.18,130.43,14.95,18.55,5.73%,1.0,6.51,-0.88%,-2.41%,1.53%,1917.57,130.43,5.73,-0.88,-2.41,1.53
1909.06,9.8,0.42,0.67,9.42,1909.46,3.82,284.03,12.17,1938.61,19.42,132.54,15.04,18.66,5.64%,1.0,6.46,-0.68%,-2.33%,1.65%,1938.61,132.54,5.64,-0.68,-2.33,1.65
1909.07,9.94,0.42,0.69,9.42,1909.54,3.84,288.09,12.27,1973.28,19.85,135.99,15.23,18.9,5.41%,1.0,6.48,-0.78%,-2.62%,1.85%,1973.28,135.99,5.41,-0.78,-2.62,1.85
1909.08,10.18,0.43,0.7,9.51,1909.62,3.85,292.1,12.24,2007.70,20.09,138.05,15.42,19.13,5.29%,1.0,6.43,-1.75%,-2.70%,0.95%,2007.7,138.05,5.29,-1.75,-2.7,0.95
1909.09,10.19,0.43,0.72,9.61,1909.71,3.86,289.49,12.22,1996.79,20.31,140.11,15.25,18.93,5.05%,1.0,6.38,-1.55%,-2.68%,1.12%,1996.79,140.11,5.05,-1.55,-2.68,1.12
1909.1,10.23,0.43,0.73,9.8,1909.79,3.87,284.98,12.07,1972.63,20.34,140.76,14.99,18.6,5.23%,1.0,6.27,-1.06%,-2.66%,1.60%,1972.63,140.76,5.23,-1.06,-2.66,1.6
1909.11,10.18,0.44,0.75,9.9,1909.87,3.89,280.86,12.05,1951.06,20.55,142.78,14.75,18.29,5.30%,1.0,6.22,-1.41%,-2.79%,1.37%,1951.06,142.78,5.3,-1.41,-2.79,1.37
1909.12,10.3,0.44,0.76,9.99,1909.96,3.9,281.47,12.02,1962.21,20.77,144.78,14.75,18.3,5.26%,1.0,6.17,-1.93%,-2.92%,0.99%,1962.21,144.78,5.26,-1.93,-2.92,0.99
1910.01,10.08,0.44,0.76,9.9,1910.04,3.91,278.1,12.21,1945.86,20.9,146.23,14.55,18.05,5.24%,1.0,6.25,-2.10%,-3.22%,1.12%,1945.86,146.23,5.24,-2.1,-3.22,1.12
1910.02,9.72,0.45,0.76,9.9,1910.12,3.92,268.17,12.28,1883.53,20.83,146.3,14.0,17.37,5.38%,1.0,6.26,-2.67%,-3.32%,0.65%,1883.53,146.3,5.38,-2.67,-3.32,0.65
1910.03,9.96,0.45,0.75,10.09,1910.21,3.92,269.61,12.11,1900.72,20.37,143.6,14.05,17.44,5.55%,1.0,6.16,-2.15%,-3.23%,1.08%,1900.72,143.6,5.55,-2.15,-3.23,1.08
1910.04,9.72,0.45,0.75,10.18,1910.29,3.93,260.65,12.07,1844.67,20.11,142.34,13.56,16.83,5.90%,1.0,6.12,-2.18%,-3.42%,1.24%,1844.67,142.34,5.9,-2.18,-3.42,1.24
1910.05,9.56,0.45,0.75,9.99,1910.37,3.93,261.24,12.37,1856.14,20.43,145.13,13.57,16.85,5.94%,1.0,6.26,-2.96%,-3.74%,0.78%,1856.14,145.13,5.94,-2.96,-3.74,0.78
1910.06,9.1,0.46,0.75,9.9,1910.46,3.94,251.06,12.55,1791.26,20.55,146.65,13.02,16.18,6.27%,1.0,6.33,-2.87%,-3.96%,1.09%,1791.26,146.65,6.27,-2.87,-3.96,1.09
1910.07,8.64,0.46,0.74,9.9,1910.54,3.95,238.37,12.62,1708.21,20.49,146.8,12.34,15.35,6.56%,1.0,6.35,-2.32%,-3.91%,1.59%,1708.21,146.8,6.56,-2.32,-3.91,1.59
1910.08,8.85,0.46,0.74,9.8,1910.62,3.95,246.54,12.81,1774.38,20.61,148.37,12.75,15.86,6.33%,1.0,6.43,-2.79%,-3.76%,0.97%,1774.38,148.37,6.33,-2.79,-3.76,0.97
1910.09,8.91,0.46,0.74,9.7,1910.71,3.96,250.64,13.01,1811.73,20.75,149.96,12.94,16.11,5.98%,1.0,6.51,-2.46%,-3.71%,1.25%,1811.73,149.96,5.98,-2.46,-3.71,1.25
1910.1,9.32,0.47,0.74,9.42,1910.79,3.96,270.12,13.48,1960.64,21.3,154.62,13.92,17.34,5.25%,1.0,6.73,-3.11%,-3.94%,0.83%,1960.64,154.62,5.25,-3.11,-3.94,0.83
1910.11,9.31,0.47,0.73,9.23,1910.87,3.97,275.4,13.83,2007.29,21.67,157.93,14.16,17.65,4.91%,1.0,6.89,-3.74%,-4.08%,0.35%,2007.29,157.93,4.91,-3.74,-4.08,0.35
1910.12,9.05,0.47,0.73,9.23,1910.96,3.97,267.71,13.9,1959.67,21.59,158.07,13.74,17.14,5.25%,1.0,6.91,-4.15%,-3.88%,-0.27%,1959.67,158.07,5.25,-4.15,-3.88,-0.27
1911.01,9.27,0.47,0.72,9.23,1911.04,3.98,274.21,13.9,2015.79,21.25,156.2,14.05,17.53,4.96%,1.0,6.93,-3.75%,-3.68%,-0.08%,2015.79,156.2,4.96,-3.75,-3.68,-0.08
1911.02,9.43,0.47,0.71,8.94,1911.12,3.98,287.85,14.35,2124.81,21.57,159.24,14.72,18.37,4.44%,1.0,7.17,-3.96%,-3.61%,-0.35%,2124.81,159.24,4.44,-3.96,-3.61,-0.35
1911.03,9.32,0.47,0.7,9.04,1911.21,3.99,281.49,14.2,2086.65,20.99,155.6,14.37,17.94,4.71%,1.0,7.12,-3.92%,-3.39%,-0.53%,2086.65,155.6,4.71,-3.92,-3.39,-0.53
1911.04,9.28,0.47,0.68,8.75,1911.29,3.99,289.43,14.66,2154.50,21.31,158.64,14.75,18.43,4.33%,1.0,7.37,-4.03%,-3.54%,-0.49%,2154.5,158.64,4.33,-4.03,-3.54,-0.49
1911.05,9.48,0.47,0.67,8.75,1911.37,3.99,295.66,14.66,2210.02,20.95,156.59,15.05,18.81,4.19%,1.0,7.39,-3.71%,-3.26%,-0.45%,2210.02,156.59,4.19,-3.71,-3.26,-0.45
1911.06,9.67,0.47,0.66,8.75,1911.46,3.99,301.59,14.66,2263.45,20.58,154.49,15.33,19.16,4.07%,1.0,7.42,-4.63%,-3.15%,-1.48%,2263.45,154.49,4.07,-4.63,-3.15,-1.48
1911.07,9.63,0.47,0.65,8.85,1911.54,4.0,297.11,14.5,2238.93,20.0,150.73,15.08,18.86,4.15%,1.0,7.36,-4.55%,-3.04%,-1.51%,2238.93,150.73,4.15,-4.55,-3.04,-1.51
1911.08,9.17,0.47,0.64,9.13,1911.62,4.0,274.08,14.05,2074.17,19.03,144.02,13.9,17.39,4.91%,1.0,7.15,-3.88%,-2.68%,-1.20%,2074.17,144.02,4.91,-3.88,-2.68,-1.2
1911.09,8.67,0.47,0.63,9.23,1911.71,4.0,256.46,13.9,1949.63,18.49,140.54,13.0,16.28,5.39%,1.0,7.1,-2.88%,-2.41%,-0.47%,1949.63,140.54,5.39,-2.88,-2.41,-0.47
1911.1,8.72,0.47,0.61,9.23,1911.79,4.0,257.94,13.9,1969.69,18.14,138.53,13.07,16.38,5.34%,1.0,7.12,-2.79%,-2.35%,-0.44%,1969.69,138.53,5.34,-2.79,-2.35,-0.44
1911.11,9.07,0.47,0.6,9.13,1911.87,4.01,271.09,14.05,2079.01,17.98,137.92,13.73,17.23,4.75%,1.0,7.22,-2.70%,-2.34%,-0.36%,2079.01,137.92,4.75,-2.7,-2.34,-0.36
1911.12,9.11,0.47,0.59,9.04,1911.96,4.01,275.15,14.2,2119.24,17.82,137.25,13.93,17.49,4.41%,1.0,7.32,-2.44%,-2.33%,-0.11%,2119.24,137.25,4.41,-2.44,-2.33,-0.11
1912.01,9.12,0.47,0.6,9.13,1912.04,4.01,272.58,14.07,2108.49,17.91,138.53,13.79,17.34,4.70%,1.0,7.27,-2.12%,-1.94%,-0.18%,2108.49,138.53,4.7,-2.12,-1.94,-0.18
1912.02,9.04,0.47,0.61,9.23,1912.12,4.05,267.41,13.95,2077.46,17.99,139.79,13.53,17.02,4.91%,1.0,7.19,-1.71%,-1.81%,0.10%,2077.46,139.79,4.91,-1.71,-1.81,0.1
1912.03,9.3,0.47,0.62,9.42,1912.21,4.08,269.54,13.69,2102.89,17.9,139.63,13.64,17.17,5.03%,1.0,7.05,-1.30%,-1.46%,0.16%,2102.89,139.63,5.03,-1.3,-1.46,0.16
1912.04,9.59,0.47,0.63,9.7,1912.29,4.12,269.77,13.31,2113.34,17.63,138.11,13.65,17.2,5.16%,1.0,6.85,-0.72%,-1.14%,0.42%,2113.34,138.11,5.16,-0.72,-1.14,0.42
1912.05,9.58,0.47,0.64,9.7,1912.37,4.16,269.49,13.34,2119.85,17.89,140.69,13.65,17.2,5.01%,1.0,6.85,-0.32%,-1.11%,0.79%,2119.85,140.69,5.01,-0.32,-1.11,0.79
1912.06,9.58,0.48,0.65,9.61,1912.46,4.19,272.16,13.49,2149.69,18.32,144.73,13.79,17.38,4.68%,1.0,6.92,-0.51%,-1.19%,0.68%,2149.69,144.73,4.68,-0.51,-1.19,0.68
1912.07,9.59,0.48,0.65,9.61,1912.54,4.23,272.44,13.52,2160.83,18.59,147.4,13.8,17.41,4.64%,1.0,6.92,-0.50%,-1.22%,0.72%,2160.83,147.4,4.64,-0.5,-1.22,0.72
1912.08,9.81,0.48,0.66,9.7,1912.62,4.27,275.96,13.41,2197.59,18.66,148.59,13.98,17.65,4.72%,1.0,6.86,-0.13%,-0.98%,0.84%,2197.59,148.59,4.72,-0.13,-0.98,0.84
1912.09,9.86,0.48,0.67,9.8,1912.71,4.3,274.67,13.3,2196.17,18.73,149.79,13.93,17.58,4.70%,1.0,6.8,0.18%,-0.85%,1.03%,2196.17,149.79,4.7,0.18,-0.85,1.03
1912.1,9.84,0.48,0.68,9.8,1912.79,4.34,274.12,13.32,2200.59,18.99,152.45,13.91,17.56,3.99%,1.0,6.8,0.36%,-0.89%,1.25%,2200.59,152.45,3.99,0.36,-0.89,1.25
1912.11,9.73,0.48,0.69,9.8,1912.87,4.38,271.05,13.35,2184.92,19.24,155.12,13.75,17.37,4.37%,1.0,6.81,-0.09%,-0.92%,0.83%,2184.92,155.12,4.37,-0.09,-0.92,0.83
1912.12,9.38,0.48,0.7,9.7,1912.96,4.41,263.87,13.5,2136.05,19.69,159.41,13.39,16.92,4.31%,1.0,6.88,0.10%,-1.05%,1.15%,2136.05,159.41,4.31,0.1,-1.05,1.15
1913.01,9.3,0.48,0.69,9.8,1913.04,4.45,259.07,13.37,2106.29,19.34,157.22,13.15,16.62,4.40%,1.01,6.82,0.49%,-0.87%,1.36%,2106.29,157.22,4.4,0.49,-0.87,1.36
1913.02,8.97,0.48,0.69,9.8,1913.12,4.43,249.88,13.37,2040.61,19.17,156.58,12.68,16.04,4.71%,1.01,6.85,1.27%,-0.87%,2.15%,2040.61,156.58,4.71,1.27,-0.87,2.15
1913.03,8.8,0.48,0.68,9.8,1913.21,4.4,245.15,13.37,2011.03,19.01,155.97,12.44,15.75,5.22%,1.01,6.89,1.63%,-0.87%,2.50%,2011.03,155.97,5.22,1.63,-0.87,2.5
1913.04,8.79,0.48,0.68,9.8,1913.29,4.38,244.87,13.37,2017.89,18.85,155.35,12.43,15.74,5.25%,1.01,6.93,1.22%,-0.93%,2.15%,2017.89,155.35,5.25,1.22,-0.93,2.15
1913.05,8.55,0.48,0.67,9.7,1913.37,4.35,240.64,13.51,1992.31,18.88,156.31,12.22,15.49,5.54%,1.01,7.04,0.91%,-1.03%,1.94%,1992.31,156.31,5.54,0.91,-1.03,1.94
1913.06,8.12,0.48,0.67,9.8,1913.46,4.33,226.2,13.37,1882.03,18.53,154.13,11.49,14.58,6.19%,1.01,7.01,1.09%,-0.99%,2.08%,1882.03,154.13,6.19,1.09,-0.99,2.08
1913.07,8.23,0.48,0.66,9.9,1913.54,4.31,226.95,13.24,1897.43,18.18,151.98,11.53,14.65,6.29%,1.01,6.98,0.60%,-1.00%,1.60%,1897.43,151.98,6.29,0.6,-1.0,1.6
1913.08,8.45,0.48,0.65,9.9,1913.62,4.28,233.02,13.24,1957.37,18.02,151.33,11.85,15.06,6.08%,1.01,7.02,0.45%,-0.95%,1.39%,1957.37,151.33,6.08,0.45,-0.95,1.39
1913.09,8.53,0.48,0.65,10.0,1913.71,4.26,232.87,13.1,1965.32,17.68,149.18,11.84,15.07,6.10%,1.01,6.98,0.46%,-0.90%,1.37%,1965.32,149.18,6.1,0.46,-0.9,1.37
1913.1,8.26,0.48,0.64,10.0,1913.79,4.23,225.5,13.1,1912.33,17.52,148.56,11.47,14.61,6.51%,1.01,7.02,0.59%,-0.96%,1.55%,1912.33,148.56,6.51,0.59,-0.96,1.55
1913.11,8.05,0.48,0.64,10.1,1913.87,4.21,217.59,12.97,1854.43,17.19,146.47,11.07,14.12,7.07%,1.01,6.99,1.25%,-0.86%,2.11%,1854.43,146.47,7.07,1.25,-0.86,2.11
1913.12,8.04,0.48,0.63,10.0,1913.96,4.18,219.49,13.1,1879.95,17.2,147.31,11.17,14.27,6.91%,1.01,7.1,1.50%,-0.96%,2.46%,1879.95,147.31,6.91,1.5,-0.96,2.46
1914.01,8.37,0.48,0.62,10.0,1914.04,4.16,228.5,12.97,1966.37,16.95,145.84,11.64,14.88,6.34%,1.0,7.14,1.42%,-0.96%,2.38%,1966.37,145.84,6.34,1.42,-0.96,2.38
1914.02,8.48,0.47,0.61,9.9,1914.12,4.17,233.84,12.96,2021.63,16.87,145.83,11.91,15.24,5.80%,1.0,7.23,1.29%,-0.99%,2.28%,2021.63,145.83,5.8,1.29,-0.99,2.28
1914.03,8.32,0.47,0.6,9.9,1914.21,4.17,229.43,12.82,1992.72,16.61,144.3,11.69,14.97,6.07%,1.0,7.25,1.35%,-0.91%,2.27%,1992.72,144.3,6.07,1.35,-0.91,2.27
1914.04,8.12,0.46,0.59,9.8,1914.29,4.18,226.2,12.81,1973.94,16.53,144.23,11.52,14.78,6.20%,1.0,7.35,1.33%,-0.94%,2.26%,1973.94,144.23,6.2,1.33,-0.94,2.26
1914.05,8.17,0.46,0.58,9.9,1914.37,4.19,225.3,12.55,1975.16,16.11,141.23,11.48,14.74,6.57%,1.0,7.3,1.34%,-0.82%,2.16%,1975.16,141.23,6.57,1.34,-0.82,2.16
1914.06,8.13,0.45,0.58,9.9,1914.46,4.19,224.19,12.41,1974.55,15.86,139.65,11.43,14.69,6.60%,1.0,7.32,1.58%,-0.80%,2.39%,1974.55,139.65,6.6,1.58,-0.8,2.39
1914.07,7.68,0.45,0.57,10.0,1914.54,4.2,209.67,12.15,1855.52,15.45,136.7,10.69,13.77,7.30%,1.0,7.26,2.67%,-0.74%,3.42%,1855.52,136.7,7.3,2.67,-0.74,3.42
1914.08,7.68,0.44,0.56,10.2,1914.62,4.21,205.56,11.78,1827.83,14.9,132.49,10.49,13.53,7.55%,1.0,7.14,3.29%,-0.47%,3.76%,1827.83,132.49,7.55,3.29,-0.47,3.76
1914.09,7.68,0.44,0.55,10.2,1914.71,4.21,205.56,11.64,1836.45,14.65,130.92,10.5,13.56,7.42%,1.0,7.16,3.13%,-0.51%,3.64%,1836.45,130.92,7.42,3.13,-0.51,3.64
1914.1,7.68,0.43,0.54,10.1,1914.79,4.22,207.59,11.62,1863.29,14.55,130.6,10.61,13.72,7.21%,1.0,7.26,2.84%,-0.65%,3.49%,1863.29,130.6,7.21,2.84,-0.65,3.49
1914.11,7.68,0.43,0.53,10.2,1914.87,4.23,205.56,11.38,1853.53,14.16,127.72,10.52,13.62,7.16%,1.0,7.21,3.50%,-0.54%,4.04%,1853.53,127.72,7.16,3.5,-0.54,4.04
1914.12,7.35,0.42,0.52,10.1,1914.96,4.23,198.67,11.35,1799.98,14.06,127.35,10.17,13.19,7.38%,1.0,7.3,4.34%,-0.68%,5.01%,1799.98,127.35,7.38,4.34,-0.68,5.01
1915.01,7.48,0.42,0.55,10.1,1915.04,4.24,202.18,11.37,1840.40,14.87,135.32,10.36,13.46,7.19%,1.0,7.32,4.57%,-0.66%,5.23%,1840.4,135.32,7.19,4.57,-0.66,5.23
1915.02,7.38,0.42,0.58,10.0,1915.12,4.22,201.48,11.51,1842.69,15.83,144.82,10.33,13.44,7.13%,1.0,7.43,4.75%,-0.71%,5.46%,1842.69,144.82,7.13,4.75,-0.71,5.46
1915.03,7.57,0.42,0.61,9.9,1915.21,4.21,208.75,11.65,1918.10,16.82,154.56,10.71,13.94,6.82%,1.0,7.54,4.04%,-0.87%,4.91%,1918.1,154.56,6.82,4.04,-0.87,4.91
1915.04,8.14,0.42,0.64,10.0,1915.29,4.19,222.22,11.56,2050.75,17.47,161.24,11.4,14.86,6.37%,1.0,7.5,3.35%,-0.71%,4.06%,2050.75,161.24,6.37,3.35,-0.71,4.06
1915.05,7.95,0.42,0.67,10.1,1915.37,4.18,214.89,11.47,1991.87,18.11,167.87,11.03,14.38,6.90%,1.0,7.46,3.96%,-0.67%,4.64%,1991.87,167.87,6.9,3.96,-0.67,4.64
1915.06,8.04,0.43,0.7,10.1,1915.46,4.16,217.32,11.49,2023.30,18.92,176.16,11.15,14.55,6.81%,1.0,7.5,3.91%,-0.79%,4.70%,2023.3,176.16,6.81,3.91,-0.79,4.7
1915.07,8.01,0.43,0.73,10.1,1915.54,4.15,216.51,11.51,2024.68,19.73,184.52,11.11,14.5,6.86%,1.0,7.54,4.12%,-0.91%,5.03%,2024.68,184.52,6.86,4.12,-0.91,5.03
1915.08,8.35,0.43,0.76,10.1,1915.62,4.13,225.7,11.53,2119.61,20.54,192.92,11.58,15.11,6.40%,1.0,7.57,3.83%,-0.91%,4.74%,2119.61,192.92,6.4,3.83,-0.91,4.74
1915.09,8.66,0.43,0.79,10.1,1915.71,4.11,234.08,11.56,2207.34,21.35,201.36,12.01,15.66,6.22%,1.0,7.61,3.69%,-0.92%,4.60%,2207.34,201.36,6.22,3.69,-0.92,4.6
1915.1,9.14,0.43,0.82,10.2,1915.79,4.1,244.63,11.46,2315.86,21.95,207.77,12.55,16.35,5.98%,1.0,7.57,3.57%,-0.82%,4.39%,2315.86,207.77,5.98,3.57,-0.82,4.39
1915.11,9.46,0.43,0.85,10.3,1915.87,4.08,250.74,11.38,2382.64,22.53,214.09,12.86,16.74,5.79%,1.0,7.53,3.46%,-0.90%,4.35%,2382.64,214.09,5.79,3.46,-0.9,4.35
1915.12,9.48,0.43,0.88,10.3,1915.96,4.07,251.27,11.4,2396.70,23.32,222.48,12.88,16.75,5.68%,1.0,7.56,3.66%,-0.84%,4.51%,2396.7,222.48,5.68,3.66,-0.84,4.51
1916.01,9.33,0.44,0.93,10.4,1916.04,4.05,244.92,11.57,2345.30,24.52,234.83,12.54,16.3,6.00%,1.0,7.53,4.09%,-0.75%,4.84%,2345.3,234.83,6.0,4.09,-0.75,4.84
1916.02,9.2,0.45,0.99,10.4,1916.12,4.07,241.5,11.86,2322.08,25.94,249.45,12.35,16.03,6.11%,1.0,7.54,4.25%,-0.72%,4.97%,2322.08,249.45,6.11,4.25,-0.72,4.97
1916.03,9.17,0.46,1.04,10.5,1916.21,4.08,238.42,12.03,2302.10,27.09,261.59,12.18,15.79,6.31%,1.0,7.49,3.71%,-0.54%,4.25%,2302.1,261.59,6.31,3.71,-0.54,4.25
1916.04,9.07,0.47,1.1,10.6,1916.29,4.1,233.6,12.19,2265.32,28.25,273.99,11.91,15.42,6.57%,1.0,7.43,3.58%,-0.47%,4.04%,2265.32,273.99,6.57,3.58,-0.47,4.04
1916.05,9.27,0.48,1.15,10.7,1916.37,4.11,236.52,12.35,2303.62,29.37,286.03,12.03,15.55,6.46%,1.0,7.38,3.58%,-0.28%,3.86%,2303.62,286.03,6.46,3.58,-0.28,3.86
1916.06,9.36,0.5,1.21,10.8,1916.46,4.13,236.6,12.51,2314.61,30.46,297.98,12.0,15.49,6.56%,1.0,7.33,4.12%,-0.10%,4.22%,2314.61,297.98,6.56,4.12,-0.1,4.22
1916.07,9.23,0.51,1.26,10.8,1916.54,4.14,233.32,12.79,2292.88,31.83,312.76,11.79,15.21,7.04%,1.0,7.34,4.81%,0.04%,4.77%,2292.88,312.76,7.04,4.81,0.04,4.77
1916.08,9.3,0.52,1.31,10.9,1916.62,4.16,232.93,12.94,2299.67,32.89,324.67,11.73,15.11,6.93%,1.0,7.29,5.29%,0.22%,5.07%,2299.67,324.67,6.93,5.29,0.22,5.07
1916.09,9.68,0.53,1.37,11.1,1916.71,4.17,238.08,12.97,2361.18,33.65,333.69,11.94,15.36,6.83%,1.0,7.18,5.16%,0.38%,4.78%,2361.18,333.69,6.83,5.16,0.38,4.78
1916.1,9.98,0.54,1.42,11.3,1916.79,4.19,241.11,13.01,2402.02,34.35,342.25,12.05,15.46,6.70%,1.0,7.07,4.72%,0.53%,4.20%,2402.02,342.25,6.7,4.72,0.53,4.2
1916.11,10.21,0.55,1.48,11.5,1916.87,4.2,242.38,13.04,2425.47,35.04,350.64,12.05,15.44,6.75%,1.0,6.96,4.74%,0.68%,4.07%,2425.47,350.64,6.75,4.74,0.68,4.07
1916.12,9.8,0.56,1.53,11.6,1916.96,4.22,230.64,13.18,2318.99,36.01,362.05,11.41,14.6,7.18%,1.0,6.91,5.50%,0.79%,4.70%,2318.99,362.05,7.18,5.5,0.79,4.7
1917.01,9.57,0.57,1.51,11.7,1917.04,4.23,223.3,13.32,2256.37,35.21,355.78,10.99,14.04,7.70%,1.0,6.87,5.88%,1.02%,4.86%,2256.37,355.78,7.7,5.88,1.02,4.86
1917.02,9.03,0.58,1.49,12.0,1917.12,4.26,205.43,13.23,2086.97,33.85,343.9,10.06,12.84,8.55%,1.0,6.71,7.02%,1.35%,5.67%,2086.97,343.9,8.55,7.02,1.35,5.67
1917.03,9.31,0.59,1.47,12.0,1917.21,4.29,211.8,13.48,2163.09,33.4,341.08,10.33,13.17,8.38%,1.0,6.72,6.91%,1.43%,5.48%,2163.09,341.08,8.38,6.91,1.43,5.48
1917.04,9.17,0.6,1.45,12.6,1917.29,4.32,198.69,13.07,2040.23,31.35,321.94,9.64,12.29,9.54%,1.0,6.4,7.84%,1.94%,5.90%,2040.23,321.94,9.54,7.84,1.94,5.9
1917.05,8.86,0.61,1.43,12.8,1917.37,4.34,188.97,13.1,1951.67,30.41,314.12,9.14,11.65,10.03%,1.0,6.31,8.67%,2.06%,6.61%,1951.67,314.12,10.03,8.67,2.06,6.61
1917.06,9.04,0.63,1.41,13.0,1917.46,4.37,189.84,13.13,1971.98,29.51,306.49,9.15,11.67,10.04%,1.0,6.22,8.62%,2.12%,6.50%,1971.98,306.49,10.04,8.62,2.12,6.5
1917.07,8.79,0.64,1.38,12.8,1917.54,4.4,187.48,13.56,1959.14,29.52,308.47,9.0,11.49,10.03%,1.0,6.33,9.16%,2.15%,7.01%,1959.14,308.47,10.03,9.16,2.15,7.01
1917.08,8.53,0.65,1.36,13.0,1917.62,4.43,179.13,13.58,1883.77,28.62,301.01,8.57,10.95,10.72%,1.0,6.24,10.26%,2.38%,7.88%,1883.77,301.01,10.72,10.26,2.38,7.88
1917.09,8.12,0.66,1.34,13.3,1917.71,4.46,166.68,13.5,1764.61,27.57,291.86,7.95,10.17,11.84%,1.0,6.11,11.58%,2.57%,9.01%,1764.61,291.86,11.84,11.58,2.57,9.01
1917.1,7.68,0.67,1.32,13.5,1917.79,4.49,155.31,13.51,1656.18,26.73,285.09,7.39,9.47,12.82%,1.0,6.03,12.09%,2.68%,9.42%,1656.18,285.09,12.82,12.09,2.68,9.42
1917.11,7.04,0.68,1.3,13.5,1917.87,4.51,142.37,13.74,1530.37,26.31,282.82,6.75,8.69,14.50%,1.0,6.04,13.34%,2.75%,10.59%,1530.37,282.82,14.5,13.34,2.75,10.59
1917.12,6.8,0.69,1.28,13.7,1917.96,4.54,135.51,13.75,1468.94,25.51,276.51,6.41,8.28,15.63%,1.0,5.96,14.12%,2.92%,11.20%,1468.94,276.51,15.63,14.12,2.92,11.2
1918.01,7.21,0.68,1.26,14.0,1918.04,4.57,140.6,13.26,1536.11,24.49,267.59,6.64,8.6,15.41%,1.0,5.84,13.69%,3.15%,10.54%,1536.11,267.59,15.41,13.69,3.15,10.54
1918.02,7.43,0.67,1.23,14.1,1918.12,4.56,143.86,12.97,1583.57,23.85,262.58,6.78,8.81,15.29%,1.0,5.82,13.39%,3.31%,10.07%,1583.57,262.58,15.29,13.39,3.31,10.07
1918.03,7.28,0.66,1.21,14.0,1918.21,4.56,141.96,12.87,1574.49,23.56,261.26,6.69,8.7,15.44%,1.0,5.89,14.09%,3.20%,10.88%,1574.49,261.26,15.44,14.09,3.2,10.88
1918.04,7.21,0.65,1.18,14.2,1918.29,4.55,138.62,12.5,1548.94,22.74,254.15,6.52,8.51,15.85%,1.0,5.83,15.01%,3.31%,11.70%,1548.94,254.15,15.85,15.01,3.31,11.7
1918.05,7.44,0.64,1.16,14.5,1918.37,4.55,140.08,12.05,1576.50,21.82,245.59,6.58,8.61,15.94%,1.0,5.73,15.13%,3.44%,11.70%,1576.5,245.59,15.94,15.13,3.44,11.7
1918.06,7.45,0.63,1.14,14.7,1918.46,4.54,138.36,11.7,1568.11,21.08,238.9,6.5,8.52,16.29%,1.0,5.68,14.72%,3.60%,11.12%,1568.11,238.9,16.29,14.72,3.6,11.12
1918.07,7.51,0.62,1.11,15.1,1918.54,4.54,135.78,11.21,1549.45,20.09,229.22,6.37,8.38,16.76%,1.0,5.55,14.99%,3.85%,11.14%,1549.45,229.22,16.76,14.99,3.85,11.14
1918.08,7.58,0.61,1.09,15.4,1918.62,4.53,134.37,10.81,1543.71,19.27,221.37,6.3,8.31,17.15%,1.0,5.47,15.44%,4.02%,11.42%,1543.71,221.37,17.15,15.44,4.02,11.42
1918.09,7.54,0.6,1.06,15.7,1918.71,4.52,131.11,10.43,1516.21,18.48,213.76,6.15,8.12,17.76%,1.0,5.39,16.33%,4.07%,12.27%,1516.21,213.76,17.76,16.33,4.07,12.27
1918.1,7.86,0.59,1.04,16.0,1918.79,4.52,134.11,10.07,1560.63,17.71,206.1,6.29,8.33,17.48%,1.0,5.31,16.34%,4.29%,12.05%,1560.63,206.1,17.48,16.34,4.29,12.05
1918.11,8.06,0.58,1.01,16.3,1918.87,4.51,134.99,9.71,1580.31,16.98,198.81,6.33,8.4,17.46%,1.0,5.23,16.99%,4.45%,12.54%,1580.31,198.81,17.46,16.99,4.45,12.54
1918.12,7.9,0.57,0.99,16.5,1918.96,4.51,130.71,9.43,1539.36,16.38,192.91,6.13,8.15,18.00%,1.0,5.19,17.45%,4.61%,12.84%,1539.36,192.91,18.0,17.45,4.61,12.84
